"","Neighbourhood","Accommodates","Bathrooms","Bedrooms","Beds","Price","Square.Feet","Guests.Included","Extra.People","Review.Scores.Rating","Latitude","Longitude"
"1049","Malasaña",2,1,1,1,45,NA,2,0,87,40.4216256757256,-3.70266236825498
"1050","Malasaña",4,1,2,3,140,NA,1,0,100,40.4264286068272,-3.70350706503913
"1051","Malasaña",4,1,0,2,50,NA,2,10,95,40.4225410091668,-3.70647401147194
"1052","Malasaña",5,1,2,3,69,NA,4,0,87,40.4230281876734,-3.70263151144129
"1053","Malasaña",3,1,1,1,90,NA,1,0,80,40.4208930009422,-3.70277695764533
"1054","Malasaña",6,2,2,3,118,NA,4,17,86,40.425032345076,-3.70220137437319
"1055","Malasaña",5,1,2,3,44,NA,2,5,73,40.4255246521489,-3.70636747872046
"1056","Justicia",4,1.5,1,2,150,NA,2,10,NA,40.4228113528796,-3.68945930498812
"1057","Recoletos",8,1.5,4,7,218,NA,4,15,NA,40.421471942877,-3.68339602916388
"1058","Goya",4,1,1,2,65,NA,2,10,97,40.4238243072403,-3.67126782657631
"1059","Goya",4,1,1,1,79,NA,1,15,88,40.4281731724072,-3.67378777567732
"1060","Goya",3,1,1,3,90,NA,1,20,90,40.4271273181769,-3.67630751383805
"1061","Goya",7,1,2,4,110,NA,4,20,86,40.4236069311938,-3.67392995668009
"1062","Fuente del Berro",4,1,2,2,85,NA,2,10,80,40.4243842237881,-3.66633416754167
"1063","Fuente del Berro",4,1,2,3,100,NA,4,15,NA,40.4222675893655,-3.66805498292042
"1064","Fuencarral-el Pardo",2,1,0,2,70,NA,1,0,95,40.4877233295979,-3.71022575324848
"1065","Puente de Vallecas",2,1,0,2,42,NA,1,0,93,40.3993300624671,-3.66630264805602
"1066","Aluche",4,1,1,2,40,NA,2,8,96,40.4121029269971,-3.72599028435243
"1067","Carabanchel",4,1.5,1,2,45,NA,1,0,93,40.3933464938,-3.72427675708944
"1068","Aluche",5,1,3,4,40,NA,3,13,94,40.397677439562,-3.77440977441266
"1069","Carabanchel",2,1,0,1,23,NA,1,0,93,40.3958165932186,-3.71400940550121
"1070","Carabanchel",3,1,3,3,18,NA,1,0,100,40.3856452494061,-3.74498527819059
"1071","Carabanchel",4,1,1,2,45,NA,1,0,80,40.3872572062364,-3.74550201931163
"1072","Carabanchel",6,1,3,3,60,NA,4,7,91,40.3859788954634,-3.72910398706229
"1073","Puente de Vallecas",3,1,1,2,45,NA,2,0,97,40.3914876797699,-3.66805600003104
"1074","Puente de Vallecas",5,1,2,2,60,NA,4,18,93,40.3953285873686,-3.66619095368146
"1075","Moratalaz",3,1,3,3,65,NA,3,10,84,40.4069947552252,-3.65349410467756
"1076","Palacio",4,1,1,2,68,NA,2,8,NA,40.4193402006977,-3.71185544228883
"1077","Palacio",2,1,1,1,100,NA,1,0,87,40.4151473852748,-3.7099370312061
"1078","Palacio",16,2,4,12,149,NA,10,20,88,40.4215899457212,-3.71067820731718
"1079","La Latina",4,1,1,2,130,0,1,0,95,40.4113440550638,-3.70857063303277
"1080","Palacio",4,2,2,2,135,NA,3,0,99,40.4147971672547,-3.71052118457182
"1081","Palacio",6,3,3,4,260,NA,6,0,95,40.4196740503766,-3.71018002457504
"1082","Palacio",4,1,2,3,550,NA,1,0,NA,40.4201965469177,-3.71191951112235
"1083","La Latina",6,1,1,4,84,NA,4,15,NA,40.4128518076234,-3.7110058045834
"1084","Palacio",3,1,0,2,60,NA,2,10,97,40.4215063953645,-3.71216457058596
"1085","Palacio",6,2,2,3,145,0,4,20,88,40.4211551531928,-3.70724757739344
"1086","La Latina",4,1,0,2,60,NA,2,15,97,40.4121058211685,-3.71276612395501
"1087","Palacio",5,1,3,3,100,NA,3,0,98,40.4148074017689,-3.70946436324015
"1088","Palacio",5,1.5,2,3,90,NA,2,15,97,40.4159334185711,-3.70903408956195
"1089","Palacio",4,1,1,2,65,NA,2,10,95,40.4189746794824,-3.71201251468311
"1090","Palacio",5,2,2,3,89,NA,2,12,89,40.4138155806254,-3.70957624178399
"1091","Palacio",4,1,1,2,75,NA,2,10,90,40.4207740125185,-3.71056777939093
"1092","La Latina",6,2,2,2,100,NA,4,21,96,40.4091580818349,-3.71065060434071
"1093","Palacio",4,1,1,2,59,NA,2,10,91,40.4101476274026,-3.7170256304453
"1094","Palacio",4,1,2,2,95,NA,2,12,96,40.416157333531,-3.71327960875746
"1095","La Latina",4,1,1,2,100,NA,1,0,NA,40.4069888867866,-3.7121753522747
"1096","Justicia",2,1,1,1,70,NA,1,0,NA,40.4200140996111,-3.69785101297675
"1097","Justicia",9,1.5,4,5,129,NA,4,19,86,40.4276728631403,-3.69898240507169
"1098","Justicia",5,1,2,2,155,NA,1,0,NA,40.4209080969407,-3.7006315362485
"1099","Justicia",4,1,1,4,120,NA,2,10,NA,40.4221084633518,-3.69941149238869
"1100","Justicia",4,1,1,2,80,NA,1,0,91,40.424354983228,-3.69592081232933
"1101","Justicia",3,1,1,1,75,NA,2,10,92,40.4215479440176,-3.69902390465118
"1102","Almagro",4,1,0,1,75,NA,2,15,NA,40.4281778407996,-3.69365939332873
"1103","Argüelles",4,2,2,2,160,NA,3,15,95,40.4282218849753,-3.72071571523146
"1104","Argüelles",2,1.5,1,1,150,NA,1,0,NA,40.4300573014503,-3.72138697271668
"1105","Argüelles",4,2,2,3,70,NA,2,12,90,40.424804246097,-3.71390948630467
"1106","Argüelles",4,1,2,3,50,NA,1,0,70,40.4229722701036,-3.71365213941122
"1107","Cortes",6,2,2,4,115,NA,4,35,91,40.414622634634,-3.69905239133504
"1108","Justicia",4,1,1,1,80,NA,2,10,95,40.422444775814,-3.69973395124604
"1109","Justicia",4,1.5,1,2,75,NA,2,15,96,40.4212161639612,-3.69950005658602
"1110","Justicia",4,2.5,1,2,120,NA,2,10,80,40.4229612325428,-3.70050167682248
"1111","Ciudad Lineal",6,1,3,5,80,NA,4,15,96,40.4222710624801,-3.65669477848013
"1112","Ciudad Lineal",4,1,2,4,69,NA,1,10,100,40.4395339241343,-3.63611572592897
"1113","Ciudad Lineal",3,1,1,2,45,NA,2,8,96,40.449418255522,-3.6598568443875
"1114","Hortaleza",3,1,1,1,65,NA,1,0,100,40.4681487671804,-3.63944284014844
"1115","San Blas",12,3,5,5,200,1356,1,10,NA,40.4271268470339,-3.61578426889224
"1116","Castillejos",5,1,3,3,60,NA,1,0,72,40.4586644685191,-3.69896529720331
"1117","Vallehermosa",4,1,1,1,49,NA,1,0,50,40.4403111061079,-3.70916836060777
"1118","Almenara",4,1,0,1,52,484,2,0,72,40.4722085024836,-3.6934401368298
"1119","Almenara",6,1.5,3,4,170,1507,2,25,87,40.4729329099573,-3.68944899774027
"1120","Berruguete",3,1,1,1,60,NA,2,15,97,40.4605937995113,-3.7026030035039
"1121","Berruguete",4,1,2,2,80,NA,1,0,92,40.4598147069596,-3.70171268200661
"1122","Arapiles",2,1,1,1,47,NA,1,0,93,40.4359584826196,-3.70809949807377
"1123","Guindalera",5,2,2,3,65,NA,2,10,49,40.4353446158143,-3.66842268926429
"1124","Castellana",8,1,2,7,140,NA,1,20,NA,40.4318646013176,-3.68514710533303
"1125","Castellana",4,2,2,3,190,NA,1,0,NA,40.4302825678102,-3.6857596411772
"1126","Castellana",4,1,1,2,135,NA,1,0,60,40.434787674948,-3.68260246323033
"1127","Prosperidad",2,1,1,1,55,NA,1,0,NA,40.4419351818741,-3.67252575431152
"1128","Prosperidad",5,2,3,4,106,NA,3,7,98,40.4388049209008,-3.6780451358388
"1129","Hispanoamérica",4,2,2,2,100,NA,1,0,92,40.4536694533776,-3.68581348744947
"1130","Bellas Vistas",4,1,2,2,85,NA,1,0,99,40.4520215105751,-3.70802290496431
"1131","Bellas Vistas",2,1,0,1,31,NA,2,5,73,40.4549493119712,-3.71035067496012
"1132","Cuatro Caminos",4,1,0,1,50,NA,1,0,80,40.456018894585,-3.69348015412338
"1133","Castillejos",3,1,1,2,50,NA,1,0,92,40.4638554738882,-3.69552332990264
"1134","Castillejos",8,2,3,5,135,NA,2,17,95,40.4587709896792,-3.69482075591015
"1135","Castillejos",2,1,0,1,65,NA,1,0,100,40.4586732454494,-3.6960853585294
"1136","Malasaña",4,1,2,3,58,NA,1,25,89,40.4242490595385,-3.70614484446054
"1137","Malasaña",2,1,0,1,65,NA,1,0,99,40.4283124518992,-3.70652508706835
"1138","Malasaña",6,2,2,2,127,NA,3,10,NA,40.4269243489151,-3.71191394589024
"1139","Malasaña",5,2,2,4,110,861,3,20,96,40.4296111747091,-3.7085102022189
"1140","Malasaña",2,1,0,1,48,NA,1,0,96,40.4249599907498,-3.7056018823698
"1141","Malasaña",2,1,1,2,55,323,2,10,85,40.423228064828,-3.70649712961539
"1142","Malasaña",2,1,0,1,35,NA,2,0,88,40.4219620397541,-3.70539801962478
"1143","Malasaña",2,1,1,1,60,NA,1,0,91,40.4236453627478,-3.70889414593131
"1144","Malasaña",6,1,2,4,100,NA,4,15,100,40.4223634484902,-3.70633853428834
"1145","Malasaña",4,1,1,1,50,NA,2,10,72,40.4233290373356,-3.7094874160398
"1146","Malasaña",4,1,1,2,60,NA,2,15,94,40.4212690757279,-3.70338797663121
"1147","Malasaña",4,1,1,1,NA,NA,2,15,80,40.4216172833816,-3.70531022970554
"1148","Sol",6,1.5,2,3,89,NA,2,20,96,40.4196408631953,-3.70619073184305
"1149","Sol",4,1,1,2,89,NA,2,15,98,40.4189713608336,-3.70779847843354
"1150","Sol",4,2,1,2,90,NA,2,15,95,40.4185846101133,-3.70631673019425
"1151","Sol",2,1,1,1,65,NA,2,0,94,40.4166477885187,-3.70771217620695
"1152","Sol",4,1,1,2,60,NA,2,10,96,40.4162045435722,-3.70350519137924
"1153","Arapiles",4,2,2,2,120,NA,4,0,100,40.4305695882707,-3.70958456955409
"1154","Trafalgar",6,3,3,4,190,NA,1,0,NA,40.4301569241393,-3.69863416251423
"1155","Trafalgar",6,1,2,4,130,NA,2,10,70,40.4362049048314,-3.70218036381708
"1156","Embajadores",8,2,3,3,105,0,6,10,70,40.4082886320401,-3.70155225111046
"1157","La Latina",7,2,3,4,130,NA,4,17,85,40.4122015740459,-3.70765792790758
"1158","Embajadores",6,1,1,3,110,NA,1,0,NA,40.411946324954,-3.70019107921
"1159","La Latina",4,1,1,2,63,NA,2,5,100,40.4086747759281,-3.7034605374858
"1160","Embajadores",2,1,1,1,45,NA,1,0,92,40.4091209950455,-3.69859135625234
"1161","Embajadores",2,1,1,1,40,NA,1,0,NA,40.4108689726949,-3.69639189307292
"1162","La Latina",4,1,1,2,63,NA,2,11,93,40.4133098644031,-3.70509524879631
"1163","Embajadores",10,2,3,6,220,NA,1,0,98,40.4104691768913,-3.70397771027588
"1164","Cortes",5,2,3,3,120,NA,3,20,94,40.4133321001173,-3.69510472010621
"1165","Cortes",4,1,1,2,85,NA,1,0,93,40.4151789752959,-3.70045945455783
"1166","Cortes",4,1,1,2,77,NA,2,15,98,40.4121497997819,-3.69353858450104
"1167","Cortes",3,1,0,2,45,NA,2,10,66,40.4145358253184,-3.7005233718221
"1168","Cortes",3,1,0,2,72,NA,2,10,95,40.4128758852164,-3.69714833699004
"1169","Cortes",2,2,1,1,150,NA,1,0,94,40.4122673125411,-3.69615165730457
"1170","Cortes",6,1,2,3,85,NA,2,10,95,40.410787125298,-3.69486165253413
"1171","Cortes",2,1,1,1,96,NA,1,0,99,40.4129366599104,-3.69523602502393
"1172","Sol",5,1,2,3,160,NA,3,20,60,40.415637014227,-3.70614811011738
"1173","Sol",4,1,2,3,70,NA,2,15,98,40.4154400267999,-3.70728725641373
"1174","Sol",4,1,1,4,100,NA,1,0,88,40.4194659702389,-3.70224485075291
"1175","Sol",4,1,0,2,75,NA,1,0,87,40.4194731482746,-3.7028774511237
"1176","Sol",7,2,3,4,199,NA,6,0,NA,40.4152098301721,-3.70593115191558
"1177","Sol",4,1,1,2,90,NA,2,15,95,40.4173784488662,-3.70342885886881
"1178","Sol",2,1,1,1,95,NA,1,0,NA,40.4181423660977,-3.70769971465223
"1179","La Latina",6,1,3,6,150,NA,4,20,89,40.4139744981312,-3.70634192132048
"1180","Sol",4,1,2,3,70,NA,2,10,86,40.4154698217735,-3.70433883647079
"1181","Sol",4,1,0,4,55,NA,3,6,91,40.416761383021,-3.70210625192339
"1182","Sol",4,1,1,1,90,NA,2,10,93,40.416554014902,-3.70749045426446
"1183","Sol",4,2,2,3,190,NA,1,0,NA,40.4181261448545,-3.70800580965436
"1184","Sol",4,1,1,2,108,NA,2,17,NA,40.4158787927651,-3.70544805760595
"1185","Sol",4,1,1,2,70,NA,1,0,80,40.4186231725974,-3.70165807820812
"1186","Imperial",3,1,2,2,51,NA,2,10,60,40.4136732890322,-3.71839757071912
"1187","Delicias",5,1,2,3,75,NA,1,0,NA,40.3977746786434,-3.69519968821014
"1188","Palos do Moguer",6,1.5,2,3,95,NA,4,10,92,40.4020520015869,-3.69302917805377
"1189","Palos do Moguer",3,1,1,2,50,NA,2,10,91,40.4043120852393,-3.69780064314479
"1190","Palos do Moguer",2,1,1,2,42,NA,1,0,98,40.4027034647149,-3.69330170361052
"1191","Palos do Moguer",8,2,3,6,160,NA,1,0,97,40.4039277766039,-3.69591898117306
"1192","Palos do Moguer",4,1,2,2,43,NA,2,11,83,40.4030243238492,-3.69360081908111
"1193","Palos do Moguer",2,1,1,1,35,NA,2,15,96,40.4027355418714,-3.68861568198594
"1194","Palos do Moguer",4,1,1,2,70,NA,2,15,99,40.4044245873801,-3.69256054497452
"1195","Pacifico",7,2,4,4,120,NA,3,12,94,40.4051895443612,-3.67824934416829
"1196","Pacifico",8,5,4,4,800,NA,8,0,88,40.406981057308,-3.67555055215778
"1197","Adelfas",3,1,0,1,63,NA,1,0,NA,40.400917042073,-3.66790822829576
"1198","Estrella",2,1,1,2,50,22,1,0,88,40.4094010003666,-3.66522709144503
"1199","Ibiza",4,1,1,2,70,NA,2,15,91,40.4180943377422,-3.67712433113252
"1200","Palacio",2,1,0,1,65,NA,1,0,95,40.4168295653665,-3.70962272657713
"1201","Embajadores",4,1,1,2,45,NA,2,20,92,40.4105553546716,-3.70129324061077
"1202","La Latina",4,1,1,2,62,NA,2,15,97,40.4074699108804,-3.71019585551019
"1203","Embajadores",3,1,2,2,68,NA,1,0,85,40.4078307858858,-3.70101521924192
"1204","La Latina",4,1,1,2,75,0,2,0,90,40.4087710115884,-3.70823574167161
"1205","Embajadores",5,1,2,3,130,NA,1,0,NA,40.4132786945972,-3.70217963127015
"1206","Embajadores",6,1,2,5,70,0,2,9,83,40.409156484007,-3.70246237778682
"1207","Palacio",6,1.5,2,3,120,NA,3,15,91,40.4136960844489,-3.71118515888252
"1208","Palacio",6,3,3,4,375,NA,1,0,92,40.4152072144203,-3.71730136567322
"1209","Palacio",6,1,1,1,99,NA,2,20,NA,40.4232419604707,-3.71070590454372
"1210","Palacio",3,1,1,2,96,NA,2,10,NA,40.4194215577922,-3.71271831571543
"1211","La Latina",8,2,3,5,95,NA,2,10,85,40.4126031110677,-3.70907276895061
"1212","Palacio",3,1,1,1,59,NA,1,20,94,40.4185319818095,-3.70927219219087
"1213","Palacio",4,1,1,3,100,NA,1,0,97,40.4168669519069,-3.71120296444767
"1214","Palacio",2,0,1,1,39,NA,1,0,92,40.4151510720715,-3.7125817455124
"1215","Palacio",6,2,2,2,143,NA,4,0,84,40.4199894485288,-3.71343529906936
"1216","Palacio",4,1,1,2,103,NA,2,0,90,40.4164216183248,-3.7129146143796
"1217","Palacio",4,1,2,2,145,NA,2,0,96,40.4144038397216,-3.70901585532765
"1218","Palacio",5,3,2,2,250,NA,1,0,100,40.4201145628028,-3.71105321197066
"1219","La Latina",4,1,2,3,70,NA,4,20,100,40.4085787369943,-3.71141287646094
"1220","Palacio",4,1,1,2,72,NA,2,15,89,40.4208274452412,-3.70925782742681
"1221","La Latina",6,2,2,3,100,NA,3,12,88,40.4102478675946,-3.71201277692998
"1222","Palacio",4,1,2,3,85,NA,2,20,99,40.4190950209131,-3.7109805068442
"1223","Palacio",4,1,1,3,69,NA,4,0,92,40.4158427398884,-3.71034368270972
"1224","La Latina",4,1,1,1,40,NA,2,5,75,40.4118451461917,-3.71099868931688
"1225","La Latina",5,1,1,3,65,NA,2,15,99,40.4109819245754,-3.71402782393723
"1226","Palacio",4,1,1,2,70,NA,2,10,95,40.418283587665,-3.71010854030642
"1227","La Latina",2,1,1,1,65,NA,1,0,NA,40.4092330683817,-3.7100740741543
"1228","La Latina",4,1,0,2,65,323,2,10,93,40.4085849787555,-3.71066864182138
"1229","La Latina",4,2,2,2,75,NA,2,17,97,40.4100212002066,-3.71326500698331
"1230","La Latina",3,1,1,2,45,NA,1,0,94,40.4108994086805,-3.7108990924021
"1231","Palacio",4,1,1,2,68,NA,2,15,100,40.4175554335127,-3.71082678751306
"1232","La Chopera",2,1,1,1,60,NA,1,0,88,40.3942620635138,-3.69609547225998
"1233","Delicias",4,1,2,2,65,NA,1,25,100,40.3967128729407,-3.69328358418721
"1234","Delicias",8,2,4,5,120,NA,6,10,NA,40.3957464325135,-3.69416925913434
"1235","Palos do Moguer",2,1,1,1,49,NA,1,0,96,40.4027575580998,-3.69053154217042
"1236","Palos do Moguer",6,2,3,6,200,NA,1,0,100,40.4032657722264,-3.69591952469482
"1237","Palos do Moguer",3,1,2,2,36,NA,2,0,84,40.404393904149,-3.69849273533708
"1238","Justicia",4,1,1,2,185,NA,1,0,NA,40.4276045423683,-3.70006709030619
"1239","Justicia",2,1,0,1,43,NA,1,0,89,40.423996048365,-3.70015495344646
"1240","Justicia",2,1,1,1,60,NA,1,0,NA,40.427227375665,-3.70082450949494
"1241","Justicia",3,2,2,2,40,NA,1,0,100,40.4232455304987,-3.69950781068429
"1242","Justicia",2,1,1,2,75,NA,1,0,88,40.4203717781759,-3.70069243501605
"1243","Justicia",4,1,1,2,90,NA,2,10,80,40.4266750303172,-3.69439138073893
"1244","Justicia",4,1,0,2,75,NA,2,15,97,40.4213428565531,-3.69880046072931
"1245","Justicia",2,1,1,1,63,NA,1,0,100,40.4238574141727,-3.69601826602766
"1246","Justicia",6,2,2,3,90,NA,4,15,91,40.4233160188013,-3.69844597710198
"1247","Malasaña",4,1,2,3,77,NA,2,0,98,40.4248642979743,-3.70660718485665
"1248","Embajadores",4,1,2,2,60,NA,2,15,93,40.4106509856165,-3.69588051011297
"1249","La Latina",4,1,1,2,70,NA,2,15,96,40.4092827250217,-3.70869153685463
"1250","Embajadores",2,1,1,1,45,NA,2,10,87,40.4087492247093,-3.70025467478691
"1251","Embajadores",3,1,0,2,65,NA,2,15,92,40.4119940815576,-3.70301096547282
"1252","Embajadores",4,1,0,2,60,NA,2,30,92,40.4075184761179,-3.69721994650772
"1253","La Latina",4,1,1,2,48,NA,1,0,89,40.407107215366,-3.70830157487431
"1254","La Latina",4,1,2,2,115,700,2,0,89,40.4129070746914,-3.70686031780461
"1255","Embajadores",4,1,1,3,100,NA,1,0,100,40.408963771026,-3.69963959672982
"1256","Embajadores",4,1,2,4,58,NA,2,15,95,40.4105865448963,-3.70176428461064
"1257","Embajadores",4,2,2,2,110,NA,1,0,100,40.4113204304467,-3.70270575904559
"1258","Embajadores",4,1,1,2,80,NA,1,0,98,40.4102678242751,-3.70196178116316
"1259","Embajadores",4,1,1,2,50,NA,2,15,86,40.4087498327406,-3.699863230773
"1260","Embajadores",4,1,1,2,60,NA,2,10,92,40.4077518875485,-3.69594809139669
"1261","Sol",6,2,2,2,109,NA,2,15,90,40.4169149386141,-3.70323430540264
"1262","Sol",3,1,1,2,67,NA,2,30,95,40.4188917103475,-3.70052573886275
"1263","Sol",2,1,1,1,65,269,2,0,93,40.4168887151122,-3.70741879457725
"1264","Sol",3,1,0,2,41,0,2,10,89,40.4168472441267,-3.70741212552548
"1265","Sol",3,1,1,1,109,NA,2,20,92,40.4153828281107,-3.70681745534115
"1266","Sol",4,1,2,2,71,NA,4,10,93,40.419487055576,-3.70056492301522
"1267","Sol",4,2,2,2,110,NA,1,0,98,40.4166940904345,-3.70397494866484
"1268","Sol",4,1,1,1,150,NA,2,10,80,40.4191954389929,-3.70059249495294
"1269","Sol",4,1,2,3,90,NA,4,20,100,40.4197875616799,-3.70579234673014
"1270","Sol",4,1,1,1,84,NA,1,0,96,40.415268058247,-3.70410558225444
"1271","Sol",6,1,2,2,160,NA,4,20,95,40.4160616453778,-3.70484396548673
"1272","Sol",4,1,1,2,49,NA,2,10,95,40.4185795112734,-3.70091518591515
"1273","Sol",10,2,4,7,210,NA,4,20,81,40.4140584026265,-3.70659868347849
"1274","Sol",6,1,2,4,120,NA,4,20,99,40.4163127789533,-3.70699108705867
"1275","Sol",4,1,1,1,100,753,2,10,87,40.4150655303477,-3.70335798374101
"1276","Sol",4,1,1,2,75,NA,2,15,100,40.419976938184,-3.70321300322105
"1277","Sol",8,2,2,5,155,NA,4,20,93,40.416334563276,-3.70214950214501
"1278","Sol",6,2,2,3,155,NA,2,20,80,40.4177677711321,-3.70148826037282
"1279","Sol",8,1,3,4,163,NA,2,15,100,40.4147651515455,-3.70734199595266
"1280","Imperial",3,1,2,2,49,NA,3,8,88,40.4121751555324,-3.71840354350779
"1281","Acacias",4,2,2,4,90,NA,2,25,92,40.4043460648556,-3.70682005441438
"1282","Malasaña",6,1,3,5,92,NA,3,10,96,40.4260585442999,-3.7025164191709
"1283","Malasaña",3,1,2,2,55,NA,1,5,91,40.4235644945922,-3.70695451509793
"1284","Malasaña",3,2,1,1,60,NA,1,0,100,40.420560634665,-3.70467860378565
"1285","Malasaña",5,1,1,1,75,538,1,0,90,40.4272112673842,-3.70867507748729
"1286","Justicia",2,1,0,1,55,NA,1,5,95,40.4270976888132,-3.70155034077047
"1287","Malasaña",3,1,1,NA,70,NA,1,0,84,40.4204809251387,-3.70242419135795
"1288","Malasaña",2,1,1,1,90,700,1,0,98,40.4291835627311,-3.70898238829942
"1289","Malasaña",4,2,2,2,155,NA,1,0,NA,40.4274254391308,-3.70194847151172
"1290","Malasaña",4,1,1,2,70,40,2,0,90,40.4264154136341,-3.70462685779312
"1291","Cortes",3,1,0,1,60,NA,1,10,NA,40.4154737251109,-3.70033036153484
"1292","Cortes",2,1,1,1,50,NA,1,0,100,40.4142423887333,-3.69556878857793
"1293","Cortes",4,1,2,3,101,NA,2,15,86,40.4106213827138,-3.69379352097708
"1294","Cortes",2,1,1,1,70,NA,1,0,98,40.4149884784447,-3.70211145290167
"1295","Cortes",4,1,2,3,95,NA,5,0,97,40.4134035979008,-3.69528145486696
"1296","Cortes",3,1,0,2,70,NA,1,0,96,40.4127754297695,-3.69857989839709
"1297","Cortes",2,1,0,1,50,NA,2,0,93,40.4143567074301,-3.69760957872633
"1298","Justicia",3,1,1,1,65,NA,1,10,94,40.421703928355,-3.70017336582081
"1299","Justicia",4,1,1,2,75,NA,2,5,94,40.4205534362486,-3.70086018258942
"1300","Justicia",2,1,1,1,75,NA,2,15,86,40.4229970788985,-3.69444052034431
"1301","Justicia",2,1,1,1,85,NA,1,0,98,40.4264629249474,-3.69888527912054
"1302","Justicia",4,1,0,2,54,538,2,10,87,40.4215637344372,-3.69718546929666
"1303","Justicia",2,1,0,1,60,NA,1,0,95,40.4257639318102,-3.69950716290332
"1304","Cortes",4,1,1,2,85,NA,2,10,100,40.4138691139309,-3.70061561187129
"1305","Cortes",4,1,1,1,66,NA,2,7,95,40.41477873016,-3.69790326468372
"1306","Cortes",4,1,0,3,90,NA,2,10,91,40.4168866104512,-3.69873024925115
"1307","Cortes",2,1,0,2,40,NA,1,0,81,40.4122461077325,-3.69835533646107
"1308","Cortes",3,1,1,2,60,NA,1,0,93,40.4130384892825,-3.69892105018627
"1309","Cortes",2,1,1,1,70,25,2,11,100,40.4149355508864,-3.70113604940729
"1310","Cortes",2,1,1,1,89,NA,1,0,96,40.4120016799486,-3.69560312056291
"1311","Cortes",2,1,1,1,52,NA,1,0,93,40.4125213408513,-3.69569424428712
"1312","Sol",3,1,1,2,95,NA,1,0,80,40.4145066584279,-3.70359109595627
"1313","Cortes",3,2,2,2,144,NA,4,17,100,40.4156067452821,-3.69832353066187
"1314","Cortes",6,1,1,3,65,NA,2,10,89,40.4145870725074,-3.70051913916828
"1315","Cortes",4,1,2,2,75,NA,1,0,88,40.4151156718712,-3.70143105114421
"1316","Cortes",5,1,1,3,70,NA,3,15,97,40.4114922855101,-3.69447744649534
"1317","Cortes",4,1,1,1,60,NA,2,25,97,40.4151269048614,-3.69918017482905
"1318","Malasaña",4,1,1,2,59,NA,2,15,88,40.4242202379696,-3.70939707410107
"1319","Malasaña",2,1,0,1,66,NA,1,0,94,40.4259087159337,-3.7050397807932
"1320","Malasaña",3,1,1,1,62,NA,1,0,93,40.4207938287543,-3.70346355601905
"1321","Malasaña",2,1,1,1,60,NA,1,0,100,40.4258781568712,-3.70579367144522
"1322","Justicia",4,1,1,2,99,NA,1,0,97,40.4215336258502,-3.70100551847418
"1323","Malasaña",4,1,1,2,90,NA,2,15,100,40.4251147450597,-3.7085537914562
"1324","Malasaña",3,1,1,NA,80,NA,1,0,100,40.4211426602983,-3.70247390627994
"1325","Malasaña",6,4,3,7,138,0,6,30,94,40.4257865892918,-3.70526201671057
"1326","Malasaña",3,1,1,1,90,NA,2,10,80,40.4212880062087,-3.7025825108501
"1327","Malasaña",4,1,1,1,80,NA,2,15,96,40.422552143694,-3.70212850719746
"1328","Malasaña",4,1,1,1,124,NA,2,17,80,40.4214292895678,-3.70690820678191
"1329","Malasaña",5,1,2,3,90,NA,1,0,88,40.4243836751987,-3.71132871497425
"1330","Malasaña",4,2,2,2,70,NA,1,0,100,40.4275006582569,-3.70313958656582
"1331","Malasaña",4,1,1,2,70,NA,3,0,92,40.4228764475051,-3.7013118325508
"1332","Malasaña",4,2,2,3,110,NA,1,0,96,40.4255165982049,-3.70230740535625
"1333","Embajadores",6,1,2,4,45,NA,2,10,58,40.4080246455187,-3.70269616094457
"1334","Embajadores",4,1,1,3,40,NA,2,15,82,40.413287219886,-3.70208933723204
"1335","Embajadores",3,1,0,2,71,NA,2,10,98,40.4124789787124,-3.69971039992463
"1336","La Latina",2,1,1,1,59,NA,2,0,98,40.4094027265025,-3.70744669098904
"1337","Embajadores",4,1,1,1,48,NA,2,10,100,40.4075831720646,-3.70050135104676
"1338","Embajadores",3,1,2,2,45,NA,3,10,71,40.4094025451771,-3.69646647993239
"1339","Embajadores",4,1,2,2,75,NA,2,15,99,40.4072395319759,-3.69948980109728
"1340","La Latina",4,2,2,2,100,NA,1,0,NA,40.4112341797182,-3.70550963169057
"1341","La Latina",4,1,1,2,50,NA,2,15,92,40.4080037308995,-3.70935126918996
"1342","La Latina",3,1,1,2,65,NA,1,0,97,40.4098230002485,-3.70726066172557
